delx,dely,eta,lt,theta,k,l1,l2,p,kde.bw,kde.n,kde.lags,kde.win,pei,pai
250,250,0.5,0.5,0,50,1e-04,1e-04,0.5,250,all,6,30,0.0413223140495868,14.0730592241969
250,250,0.5,0.5,0,50,0.001,1e-04,0.5,250,all,6,30,0.0330578512396694,11.2584473793575
250,250,0.5,0.5,0,50,0.005,1e-04,0.5,250,all,6,30,0.00826446280991736,2.81461184483937
250,250,0.5,0.5,0,50,1e-05,1e-06,0.5,250,all,6,30,0.0330578512396694,11.2584473793575
250,250,0.5,0.5,0,50,1e-05,5e-06,0.5,250,all,6,30,0.0413223140495868,14.0730592241969
250,250,0.5,0.5,0,50,1e-05,1e-05,0.5,250,all,6,30,0.0330578512396694,11.2584473793575
250,250,0.5,0.5,0,50,1e-05,5e-05,0.5,250,all,6,30,0.0495867768595041,16.8876710690362
250,250,0.5,0.5,0,50,1e-05,5e-04,0.5,250,all,6,30,0.00826446280991736,2.81461184483937
250,250,0.5,0.5,0,50,1e-05,1e-04,0.25,250,all,6,30,0.0330578512396694,11.2584473793575
250,250,0.5,0.5,0,50,1e-05,1e-04,0.33,250,all,6,30,0.0413223140495868,14.0730592241969
250,250,0.5,0.5,0,50,1e-05,1e-04,0.5,250,all,6,30,0.0413223140495868,14.0730592241969
250,250,0.5,0.5,0,50,1e-05,1e-04,0.66,250,all,6,30,0.0330578512396694,11.2584473793575
250,250,0.5,0.5,0,50,1e-05,1e-04,0.75,250,all,6,30,0.0247933884297521,8.44383553451811
250,250,0.5,0.5,0,50,1e-05,1e-04,1,250,all,6,30,0.0165289256198347,5.62922368967874
250,250,1,0.5,0.062425237237,50,1e-06,1e-04,0.5,441,all,1,12,0.0420168067226891,14.0730592241969
250,250,1,0.5,0.062425237237,50,1e-04,1e-04,0.5,441,all,1,12,0.0420168067226891,14.0730592241969
250,250,1,0.5,0.062425237237,50,0.001,1e-04,0.5,441,all,1,12,0.0252100840336134,8.44383553451811
250,250,1,0.5,0.062425237237,50,0.005,1e-04,0.5,441,all,1,12,0.00840336134453782,2.81461184483937
250,250,1,0.5,0.062425237237,50,1e-05,1e-06,0.5,441,all,1,12,0.0588235294117647,19.7022829138756
250,250,1,0.5,0.062425237237,50,1e-05,5e-06,0.5,441,all,1,12,0.0588235294117647,19.7022829138756
250,250,1,0.5,0.062425237237,50,1e-05,1e-05,0.5,441,all,1,12,0.0504201680672269,16.8876710690362
250,250,1,0.5,0.062425237237,50,1e-05,5e-05,0.5,441,all,1,12,0.0252100840336134,8.44383553451811
250,250,1,0.5,0.062425237237,50,1e-05,5e-04,0.5,441,all,1,12,0.0504201680672269,16.8876710690362
250,250,1,0.5,0.062425237237,50,1e-05,1e-04,0.25,441,all,1,12,0.0504201680672269,16.8876710690362
250,250,1,0.5,0.062425237237,50,1e-05,1e-04,0.33,441,all,1,12,0.0420168067226891,14.0730592241969
250,250,1,0.5,0.062425237237,50,1e-05,1e-04,0.5,441,all,1,12,0.0420168067226891,14.0730592241969
250,250,1,0.5,0.062425237237,50,1e-05,1e-04,0.66,441,all,1,12,0.0252100840336134,8.44383553451811
250,250,1,0.5,0.062425237237,50,1e-05,1e-04,0.75,441,all,1,12,0.0252100840336134,8.44383553451811
250,250,1,0.5,0.062425237237,50,1e-05,1e-04,1,441,all,1,12,0.00840336134453782,2.81461184483937
250,251.998580203,0.5,0.5,1.57,50,1e-06,1e-04,0.5,250,all,6,8,0.0254237288135593,8.45233544377103
250,251.998580203,0.5,0.5,1.57,50,1e-04,1e-04,0.5,250,all,6,8,0.0169491525423729,5.63489029584736
250,251.998580203,0.5,0.5,1.57,50,0.001,1e-04,0.5,250,all,6,8,0.0169491525423729,5.63489029584736
250,251.998580203,0.5,0.5,1.57,50,0.005,1e-04,0.5,250,all,6,8,0.0423728813559322,14.0872257396184
250,251.998580203,0.5,0.5,1.57,50,1e-05,1e-06,0.5,250,all,6,8,0.0338983050847458,11.2697805916947
250,251.998580203,0.5,0.5,1.57,50,1e-05,5e-06,0.5,250,all,6,8,0.0254237288135593,8.45233544377103
250,251.998580203,0.5,0.5,1.57,50,1e-05,1e-05,0.5,250,all,6,8,0.0254237288135593,8.45233544377103
250,251.998580203,0.5,0.5,1.57,50,1e-05,5e-05,0.5,250,all,6,8,0.00847457627118644,2.81744514792368
250,251.998580203,0.5,0.5,1.57,50,1e-05,5e-04,0.5,250,all,6,8,0.0169491525423729,5.63489029584736
250,251.998580203,0.5,0.5,1.57,50,1e-05,1e-04,0.25,250,all,6,8,0.0169491525423729,5.63489029584736
250,251.998580203,0.5,0.5,1.57,50,1e-05,1e-04,0.33,250,all,6,8,0.0254237288135593,8.45233544377103
250,251.998580203,0.5,0.5,1.57,50,1e-05,1e-04,0.5,250,all,6,8,0.0169491525423729,5.63489029584736
250,251.998580203,0.5,0.5,1.57,50,1e-05,1e-04,0.66,250,all,6,8,0,0
250,251.998580203,0.5,0.5,1.57,50,1e-05,1e-04,0.75,250,all,6,8,0,0
250,251.998580203,0.5,0.5,1.57,50,1e-05,1e-04,1,250,all,6,8,0.0254237288135593,8.45233544377103
484.502242177,278.81958186,0.999791197952,0.5,0.000468354047615,50,1e-06,1e-04,0.5,482,all,6,7,0,0
484.502242177,278.81958186,0.999791197952,0.5,0.000468354047615,50,1e-04,1e-04,0.5,482,all,6,7,0,0
484.502242177,278.81958186,0.999791197952,0.5,0.000468354047615,50,0.001,1e-04,0.5,482,all,6,7,0.015625,2.80474992185932
484.502242177,278.81958186,0.999791197952,0.5,0.000468354047615,50,0.005,1e-04,0.5,482,all,6,7,0,0
484.502242177,278.81958186,0.999791197952,0.5,0.000468354047615,50,1e-05,1e-06,0.5,482,all,6,7,0.0625,11.2189996874373
484.502242177,278.81958186,0.999791197952,0.5,0.000468354047615,50,1e-05,5e-06,0.5,482,all,6,7,0.03125,5.60949984371865
484.502242177,278.81958186,0.999791197952,0.5,0.000468354047615,50,1e-05,1e-05,0.5,482,all,6,7,0.03125,5.60949984371865
